f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,label,clip
138.75660033730742,45.92047821606352,8.763931121071344,179.72682106028614,170.9628899392148,115.48303857666166,48.29800380032603,31.28354754722844,179.10297945227313,147.8194319050447,131.21802816852696,53.91716946386563,3.9727830737239196,179.4938152932691,175.5210322195452,129.83392478752407,52.49204544860191,1.0607876637893117,178.8445854624128,177.78379779862348,160.83101111247228,18.910918754711687,109.19383925028048,179.88037733805342,70.68653808777295,32.249602446270565,116.11839597886942,28.870357368996974,8.688436587620624,26.96054623816603,6.01665894243999,0.6531496394166875,0.66,1.0,7.268150085108366,335.48456739309523,0.32295957315225193,0.18700824026617704,0.1359513328860749,2,1037.npy
90.74221957946408,68.31447127310072,0.5293354149217357,172.14408622690036,171.6147508119786,68.22798784885316,64.86105903603544,0.51689120353706,178.59932547505002,178.08243427151297,169.03122709811225,22.677352939662775,29.844287731956996,179.8048833357739,149.9605956038169,159.1113493784559,40.300652363200335,5.648394883915978,179.95467434524693,174.30627946133094,175.01678419712388,4.227527782641443,160.11770569816755,179.95704659111246,19.839340892944904,40.152775572021,169.63617996724997,48.99179891038114,13.54550705262343,170.5956616323616,29.374273095328107,0.4267721838427926,0.43,1.0,6.435463717330774,72.85856037404787,-0.04670760484016882,-0.38848488645409907,0.34177728161393023,1,1038.npy
117.64440700723598,49.262924567048955,1.181405150291671,179.71211565912168,178.53071050883,74.90891843140747,52.07484588105394,0.9622675555147484,176.86145856139018,175.89919100587542,147.36536624760657,37.34018739751689,36.558034665389506,179.9278955286138,143.3698608632243,139.94015267250475,51.714375657239856,3.4330610522560767,179.78480990151513,176.35174884925905,168.54453101058618,12.982997875258475,130.48492165775104,179.92995514113952,49.44503348338847,64.90895233336613,166.331308969198,42.10402079064642,18.71958730846565,77.16223627230343,21.222596096944176,0.4390983262494559,0.54,1.0,6.282008752717754,341.89644119418614,0.18429282415759016,-0.7560494006273158,0.940342224784906,2,1039.npy
95.54202390057247,74.5559302257189,1.3965948119546867,179.8120233188987,178.415428506944,30.270487820019788,45.0162168566918,0.2359191556684811,179.32497253961145,179.08905338394297,169.24703753045597,17.20470377723885,99.18862224351223,179.96597144438576,80.77734920087353,169.99680635590815,10.540930743318635,145.12330364226716,179.69423122476394,34.57092758249678,173.52263330299448,6.903807534484574,148.1723447037622,179.94097254816435,31.768627844402147,65.84540053744807,174.74037073026216,61.46120799219459,5.4683634256018285,46.302021075906154,8.695075038906944,0.45092794068605957,0.44,1.0,6.6315073295976426,59.79289124227459,0.22335524374808527,0.33705608029203654,0.11370083654395127,2,1040.npy
125.50778024291212,55.56545447419025,3.1879173862294885,179.5860782893588,176.3981609031293,117.32226048086086,61.10220442417585,4.671725125593205,179.3898153104409,174.71809018484768,125.51589552984711,62.789437969088375,1.584727166931629,179.91117807239743,178.3264509054658,96.50398644768885,75.851939020674,1.0262031200149904,179.84719052110748,178.82098740109248,170.7392499309591,9.488378376787288,140.78153742368272,179.92433179992346,39.142794376240744,66.95706363772821,160.52737982905953,50.359692111472356,30.724182995750787,170.53381316048655,48.513687712421856,0.6755785150112169,0.86,1.0,10.056860553379012,281.3318608300338,-0.2626805034050361,-0.8489747991638757,0.5862942957588396,2,1041.npy
156.26533079525004,34.23242068568308,13.855559396146125,179.6828138259848,165.82725442983866,47.75706211507983,47.03097601528603,1.795966026884887,149.57141915867925,147.77545313179436,103.08675662924023,69.92497288407336,0.6687569000937541,179.64503654381411,178.97627964372037,104.66337798239609,67.12575558148271,0.48871561636432487,179.94956275941982,179.4608471430555,159.27166146730167,23.248128252306287,85.08392824810443,179.8705983044747,94.78667005637027,110.4713670876196,165.84732681608767,49.40266849915204,8.8040272919096,109.74262728260017,14.107870708791783,0.5721274619117663,0.89,1.0,6.938058356847279,299.3005922420312,-0.26373711848935494,-0.8477493652508364,0.5840122467614814,2,1042.npy
155.1716824549092,26.268417780940798,50.340279536325966,179.8585525034194,129.51827296709342,128.4446345136092,60.04892196239176,1.1688701039100509,179.57133893186275,178.4024688279527,163.2628010145219,22.422553478389048,88.8894823732599,179.76176702784386,90.87228465458396,150.45143662134979,39.814563228416304,22.313197908449645,179.93217907131412,157.6189811628645,171.07404594149753,6.65020841181904,153.59540638291227,179.7846650025445,26.189258619632227,27.725343885475045,151.51219984763668,44.63311079078179,15.769531728882098,150.38759817907564,27.734787409617073,0.08561098998682651,0.76,1.0,4.37739588902598,14.375140901837684,0.273823852348441,-0.012909111156648754,0.28673296350508976,2,1043.npy
136.00916685673818,36.64255787862,54.87854057161327,179.69781613593636,124.81927556432309,128.59909734264576,44.32979390445697,3.1075824604738496,179.46700843415164,176.3594259736778,117.22773294445105,63.20688165340017,0.5852379188904729,179.77273720506764,179.18749928617717,117.43197553165489,62.443451864879535,1.8850675758994133,179.74065927650489,177.85559170060546,160.41629709345182,14.80104674266776,107.370701751393,179.94446473311535,72.57376298172235,25.396759742131426,140.77059127691612,29.65409639291097,10.852147419151406,84.41832827767993,15.083780898958691,0.7265254377619221,0.67,1.0,6.858810334299282,218.8150483187157,-0.2708945560274032,-0.3687563698703744,0.09786181384297121,2,1044.npy
129.41905585586673,43.79029717547132,37.451217590624886,179.76180566145032,142.31058807082545,101.19871774179533,54.831950813429245,4.396918026225247,179.62042887458213,175.22351084835688,131.91232102802107,47.27950078405393,38.413008732903855,179.78300909822076,141.3700003653169,119.1600013279971,59.01568433990593,4.813318211369251,179.73024749043333,174.91692927906408,171.69746037518766,8.042398834855444,147.23677467683896,179.89102157607985,32.65424689924089,51.41305857123625,157.1847126904106,48.88364394256069,16.02534060042663,92.39836895676163,16.890464495157353,0.6763088817345144,0.61,1.0,5.864019970715759,40.95328452771496,0.183464651530069,-0.661046603267474,0.844511254797543,2,1045.npy
105.46133161906924,49.28235445725741,32.212489170973605,178.49196399831575,146.27947482734214,39.82877327625956,38.98747954928343,0.5296480369259599,163.63491327721377,163.10526524028782,126.56960545228738,44.79581485768325,16.954867134934943,179.71423897445578,162.75937183952084,99.78714736886512,69.91587691586011,0.10567694525885239,179.46573242863113,179.36005548337226,124.13397615057218,73.3871014989138,0.5841589067125346,179.85532446332326,179.27116555661073,66.91228789903562,173.50187818126795,45.09325964175447,42.1780334358286,124.23789455404207,40.82789193525027,0.3217832753397659,0.45,0.75,6.1576454425473175,136.24303560335994,0.297636382530646,0.045532342495753046,0.25210404003489295,1,1046.npy
